poll_id,pollster_id,pollster,sponsor_ids,sponsors,numeric_grade,pollscore,methodology,transparency_score,start_date,end_date,question_id,sample_size,population,url,source,internal,partisan,Harris,Trump
87663,568,YouGov,133,CBS News,2.9,-1.1,Online Panel,9,7/30/24,8/2/24,205200,3092,lv,https://www.cbsnews.com/news/poll-harris-trump-cbs-news/,NA,NA,NA,50,49
87663,568,YouGov,133,CBS News,2.9,-1.1,Online Panel,9,7/30/24,8/2/24,205201,3092,lv,https://www.cbsnews.com/news/poll-harris-trump-cbs-news/,NA,NA,NA,49,47
87672,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/30/24,8/1/24,205216,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,46,45
87665,1888,UMass Amherst/YouGov,1233,WCVB-TV,NA,NA,Online Panel,7.5,7/29/24,8/1/24,205205,1000,rv,https://www.wcvb.com/article/harris-trump-kennedy-national-poll-president-august-2024-umass/61784225,NA,FALSE,NA,46,43
87699,1075,Marquette Law School,NA,NA,3,-1,Probability Panel,10,7/24/24,8/1/24,205433,879,rv,https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,NA,NA,NA,52,48
87699,1075,Marquette Law School,NA,NA,3,-1,Probability Panel,10,7/24/24,8/1/24,205434,683,lv,https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,NA,NA,NA,53,47
87699,1075,Marquette Law School,NA,NA,3,-1,Probability Panel,10,7/24/24,8/1/24,205435,879,rv,https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,NA,NA,NA,47,41
87699,1075,Marquette Law School,NA,NA,3,-1,Probability Panel,10,7/24/24,8/1/24,205436,683,lv,https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,NA,NA,NA,50,42
87656,1554,RMG Research,NA,NA,2.3,-0.4,NA,5,7/29/24,7/31/24,205165,3000,rv,https://x.com/RMG_Research/status/1819361783263449320,NA,NA,NA,47,42
87671,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/29/24,7/31/24,205215,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,46,44
87670,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/28/24,7/30/24,205214,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,46,45
87628,568,YouGov,352,Economist,2.9,-1.1,Online Panel,9,7/27/24,7/30/24,204845,1434,rv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5LIBPv8.pdf,NA,NA,NA,46,44
87641,1447,Civiqs,185,Daily Kos,2.5,-0.2,Online Panel,8,7/27/24,7/30/24,204936,1123,rv,https://www.dailykos.com/stories/2024/7/31/2259566/-Fresh-polling-shows-Harris-momentum-is-real,NA,NA,DEM,49,45
87703,1887,YouGov/SNF Agora,NA,NA,NA,NA,Online Panel,4.5,7/26/24,7/30/24,205541,2000,a,https://snfagora.jhu.edu/news/republicans-who-believe-trump-won-in-2020-expect-significant-chaos-in-november/,NA,NA,NA,43,42
87619,1562,Redfield & Wilton Strategies,NA,NA,1.8,0.3,Online Panel,9,7/29/24,7/29/24,204785,1750,lv,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-29-july-2024/,NA,NA,NA,45,43
87669,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/27/24,7/29/24,205213,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,46,45
87643,1810,American Pulse,NA,NA,NA,NA,IVR/Live Phone/Online Panel/Text-to-Web,6,7/26/24,7/29/24,204991,1035,lv,https://www.americanpulse.us/thankyou-pollresults-publicopinion-post-landscape-shaping-events,NA,NA,NA,46.2,46.7
87643,1810,American Pulse,NA,NA,NA,NA,IVR/Live Phone/Online Panel/Text-to-Web,6,7/26/24,7/29/24,204992,1035,lv,https://www.americanpulse.us/thankyou-pollresults-publicopinion-post-landscape-shaping-events,NA,NA,NA,49.5,48.3
87639,1741,ActiVote,NA,NA,NA,NA,App Panel,8,7/24/24,7/29/24,204876,1000,lv,https://www.activote.net/trump-extends-lead-over-harris/,NA,FALSE,NA,48.7,51.3
87639,1741,ActiVote,NA,NA,NA,NA,App Panel,8,7/24/24,7/29/24,204877,1000,lv,https://www.activote.net/trump-extends-lead-over-harris/,NA,FALSE,NA,44.3,45.5
87640,294,McLaughlin,NA,NA,0.5,1.7,Online Panel,4,7/23/24,7/29/24,204924,1000,lv,https://mclaughlinonline.com/pols/wp-content/uploads/2024/07/National-July-Presentation-RELEASE-7-30-24.pdf,NA,NA,NA,45,47
87640,294,McLaughlin,NA,NA,0.5,1.7,Online Panel,4,7/23/24,7/29/24,204925,1000,lv,https://mclaughlinonline.com/pols/wp-content/uploads/2024/07/National-July-Presentation-RELEASE-7-30-24.pdf,NA,NA,NA,41,42
87597,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/26/24,7/28/24,204617,11538,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,46
87613,1797,HarrisX/Harris Poll,763,Harvard CAPS,1.6,-0.1,Online Panel,7,7/26/24,7/28/24,204701,2196,rv,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_July2024_KeyResults.pdf,NA,NA,NA,48,52
87613,1797,HarrisX/Harris Poll,763,Harvard CAPS,1.6,-0.1,Online Panel,7,7/26/24,7/28/24,204702,2196,rv,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_July2024_KeyResults.pdf,NA,NA,NA,44,47
87613,1797,HarrisX/Harris Poll,763,Harvard CAPS,1.6,-0.1,Online Panel,7,7/26/24,7/28/24,204703,2196,rv,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_July2024_KeyResults.pdf,NA,NA,NA,43,47
87630,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,7/26/24,7/28/24,204846,876,rv,https://www.reuters.com/world/us/harris-trump-locked-tight-us-presidential-race-reutersipsos-poll-finds-2024-07-30/,NA,NA,NA,43,42
87642,1575,Leger,NA,NA,2,0,Online Panel,9,7/26/24,7/28/24,204940,786,lv,https://leger360.com/en/us-politics-july-2024/,NA,NA,NA,48,41
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205034,3097,rv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,49.4,50.6
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205035,2919,lv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,49.5,50.5
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205036,3097,rv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,46.2,47.2
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205037,2919,lv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,47.2,47.9
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205038,3097,rv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,44.8,45.6
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205039,2919,lv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,45.8,46.4
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205040,3097,rv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,43,43.8
87651,1873,Big Data Poll,2133,Public Polling Project,NA,NA,Live Phone/Online Panel/Text-to-Web,7,7/26/24,7/28/24,205041,2919,lv,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,NA,NA,NA,44.2,44.7
87617,1801,Florida Atlantic University/Mainstreet Research,NA,NA,NA,NA,IVR/Online Panel,6,7/26/24,7/27/24,204772,997,rv,https://www.faupolling.com/july-30-2024/,NA,FALSE,NA,46,46
87617,1801,Florida Atlantic University/Mainstreet Research,NA,NA,NA,NA,IVR/Online Panel,6,7/26/24,7/27/24,204773,952,lv,https://www.faupolling.com/july-30-2024/,NA,FALSE,NA,48,46
87617,1801,Florida Atlantic University/Mainstreet Research,NA,NA,NA,NA,IVR/Online Panel,6,7/26/24,7/27/24,204774,997,rv,https://www.faupolling.com/july-30-2024/,NA,FALSE,NA,43,42
87617,1801,Florida Atlantic University/Mainstreet Research,NA,NA,NA,NA,IVR/Online Panel,6,7/26/24,7/27/24,204775,952,lv,https://www.faupolling.com/july-30-2024/,NA,FALSE,NA,44,43
87598,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/25/24,7/27/24,204618,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,47,45
87599,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/24/24,7/26/24,204619,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,46,45
87659,921,Clarity,NA,NA,1.6,-0.2,Online Panel,1,7/22/24,7/26/24,205198,995,lv,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66ad5918b431d02b7b867e07/1722636569606/Clarity+Omnibus+Overview+-+July+2024.pdf,NA,NA,NA,48,47
87614,241,Ipsos,2125,With Honor,2.8,-0.8,Probability Panel,9.5,7/24/24,7/25/24,204763,1238,a,https://www.ipsos.com/en-us/americans-trust-those-who-have-served-us-military-and-law-enforcement-be-best-elected-officials,NA,NA,NA,38,38
87580,1822,Fabrizio/GBAO,276,Wall Street Journal,NA,NA,NA,6,7/23/24,7/25/24,204500,1000,rv,https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,NA,NA,NA,45,44
87580,1822,Fabrizio/GBAO,276,Wall Street Journal,NA,NA,NA,6,7/23/24,7/25/24,204501,1000,rv,https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,NA,NA,NA,47,49
87590,1528,AtlasIntel,NA,NA,2.7,-0.8,Online Ad,6,7/23/24,7/25/24,204552,1980,rv,https://cdn.atlasintel.org/59e49ede-af31-480e-8936-ec126bfe6be0.pdf,NA,NA,NA,48,50.1
87590,1528,AtlasIntel,NA,NA,2.7,-0.8,Online Ad,6,7/23/24,7/25/24,204553,1980,rv,https://cdn.atlasintel.org/59e49ede-af31-480e-8936-ec126bfe6be0.pdf,NA,NA,NA,46.1,47.7
87592,26,Angus Reid,NA,NA,2,-0.1,Online Panel,6,7/23/24,7/25/24,204593,1743,rv,https://angusreid.org/game-change-invigorated-young-democrats-give-harris-slight-lead-over-trump/,NA,NA,NA,44,42
87600,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/23/24,7/25/24,204620,4000,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,46,45
87579,1416,HarrisX,2097,Forbes,1.6,-0.1,Online Panel,6,7/22/24,7/25/24,204440,3013,rv,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,NA,NA,NA,49,51
87579,1416,HarrisX,2097,Forbes,1.6,-0.1,Online Panel,6,7/22/24,7/25/24,204441,2472,lv,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,NA,NA,NA,49,51
87579,1416,HarrisX,2097,Forbes,1.6,-0.1,Online Panel,6,7/22/24,7/25/24,204442,3013,rv,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,NA,NA,NA,44,45
87579,1416,HarrisX,2097,Forbes,1.6,-0.1,Online Panel,6,7/22/24,7/25/24,204443,2472,lv,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,NA,NA,NA,45,47
87579,1416,HarrisX,2097,Forbes,1.6,-0.1,Online Panel,6,7/22/24,7/25/24,204444,3013,rv,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,NA,NA,NA,44,44
87579,1416,HarrisX,2097,Forbes,1.6,-0.1,Online Panel,6,7/22/24,7/25/24,204445,2472,lv,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,NA,NA,NA,45,46
87541,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,7/22/24,7/24/24,204136,2016,a,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-07.24.24.pdf,NA,FALSE,NA,37.6,38.2
87541,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,7/22/24,7/24/24,204137,1687,rv,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-07.24.24.pdf,NA,FALSE,NA,40.5,41.6
87541,1709,Big Village,NA,NA,1.6,0.3,Online Panel,9,7/22/24,7/24/24,204138,1492,lv,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-07.24.24.pdf,NA,FALSE,NA,42.7,44.3
87552,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/22/24,7/24/24,204169,11297,rv,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,NA,NA,46,45
87553,1365,Change Research,NA,NA,1.4,0.6,Text-to-Web/Online Ad,5,7/22/24,7/24/24,204173,2137,rv,https://changeresearch.substack.com/p/the-dnc-boom,NA,FALSE,NA,46,46
87557,1424,Siena/NYT,NA,NA,3,-1.5,Live Phone,9,7/22/24,7/24/24,204203,1142,rv,https://www.nytimes.com/2024/07/25/us/politics/poll-kamala-harris-donald-trump.html,NA,NA,NA,46,48
87557,1424,Siena/NYT,NA,NA,3,-1.5,Live Phone,9,7/22/24,7/24/24,204204,1142,lv,https://www.nytimes.com/2024/07/25/us/politics/poll-kamala-harris-donald-trump.html,NA,NA,NA,47,48
87557,1424,Siena/NYT,NA,NA,3,-1.5,Live Phone,9,7/22/24,7/24/24,204205,1142,rv,https://www.nytimes.com/2024/07/25/us/politics/poll-kamala-harris-donald-trump.html,NA,NA,NA,42,42
87557,1424,Siena/NYT,NA,NA,3,-1.5,Live Phone,9,7/22/24,7/24/24,204206,1142,lv,https://www.nytimes.com/2024/07/25/us/politics/poll-kamala-harris-donald-trump.html,NA,NA,NA,44,43
87561,1193,SurveyMonkey,1876,The 19th,1.9,0.2,Online Panel,9,7/22/24,7/24/24,204361,5265,a,https://www.surveymonkey.com/curiosity/19th-biden-dropout-poll/,NA,NA,NA,38,39
87530,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,7/22/24,7/23/24,203948,1241,a,https://www.reuters.com/world/us/harris-leads-trump-44-42-us-presidential-race-reutersipsos-poll-finds-2024-07-23/,NA,NA,NA,39,39
87530,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,7/22/24,7/23/24,203949,1018,rv,https://www.reuters.com/world/us/harris-leads-trump-44-42-us-presidential-race-reutersipsos-poll-finds-2024-07-23/,NA,NA,NA,44,42
87530,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,7/22/24,7/23/24,203950,1241,a,https://www.reuters.com/world/us/harris-leads-trump-44-42-us-presidential-race-reutersipsos-poll-finds-2024-07-23/,NA,NA,NA,37,34
87530,241,Ipsos,71,Reuters,2.8,-0.8,Probability Panel,9.5,7/22/24,7/23/24,203951,1018,rv,https://www.reuters.com/world/us/harris-leads-trump-44-42-us-presidential-race-reutersipsos-poll-finds-2024-07-23/,NA,NA,NA,42,38
87539,1554,RMG Research,NA,NA,2.3,-0.4,NA,5,7/22/24,7/23/24,204123,2000,rv,https://x.com/RMG_Research/status/1816138526133453244,NA,NA,NA,46,48
87555,568,YouGov,21672168,The Times of London | SAY24,2.9,-1.1,Online Panel,9,7/22/24,7/23/24,204188,1155,lv,https://www.thetimes.com/world/us-world/article/trump-v-harris-polls-latest-debate-c85fhzxwq,NA,NA,NA,44,46
87536,568,YouGov,352,Economist,2.9,-1.1,Online Panel,9,7/21/24,7/23/24,204062,1435,rv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_U76IOiF.pdf,NA,NA,NA,41,44
87537,1741,ActiVote,NA,NA,NA,NA,App Panel,8,7/21/24,7/23/24,204106,1000,lv,https://www.activote.net/trump-narrowly-ahead-of-harris/,NA,FALSE,NA,49.5,50.5
87531,1205,Marist,3732166,NPR | PBS News,2.9,-0.9,Online Panel,7,7/22/24,7/22/24,203979,1117,rv,https://maristpoll.marist.edu/polls/election-2024-whats-next/,NA,NA,NA,45,46
87531,1205,Marist,3732166,NPR | PBS News,2.9,-0.9,Online Panel,7,7/22/24,7/22/24,203980,1117,rv,https://maristpoll.marist.edu/polls/election-2024-whats-next/,NA,NA,NA,42,42
87523,1189,Morning Consult,NA,NA,1.8,-0.2,Online Panel,3,7/21/24,7/22/24,203777,4001,rv,https://pro.morningconsult.com/analysis/kamala-harris-biden-campaign-polling,NA,NA,NA,45,47
87529,568,YouGov,1213,Yahoo News,2.9,-1.1,Online Panel,9,7/19/24,7/22/24,203943,1178,rv,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,NA,NA,NA,41,43
87529,568,YouGov,1213,Yahoo News,2.9,-1.1,Online Panel,9,7/19/24,7/22/24,203944,1178,rv,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,NA,NA,NA,46,46
